code,kind,term,parent_id,modifier_4,modifier_5
B20,category,Human immunodeficiency virus [HIV] disease resulting in infectious and parasitic diseases,B20-B24,,
B200,category,HIV disease resulting in mycobacterial infection,B20,,
B201,category,HIV disease resulting in other bacterial infections,B20,,
B202,category,HIV disease resulting in cytomegaloviral disease,B20,,
B203,category,HIV disease resulting in other viral infections,B20,,
B204,category,HIV disease resulting in candidiasis,B20,,
B205,category,HIV disease resulting in other mycoses,B20,,
B206,category,HIV disease resulting in Pneumocystis jirovecii pneumonia,B20,,
B207,category,HIV disease resulting in multiple infections,B20,,
B208,category,HIV disease resulting in other infectious and parasitic diseases,B20,,
B209,category,HIV disease resulting in unspecified infectious or parasitic disease,B20,,
B21,category,Human immunodeficiency virus [HIV] disease resulting in malignant neoplasms,B20-B24,,
B210,category,HIV disease resulting in Kaposi sarcoma,B21,,
B211,category,HIV disease resulting in Burkitt lymphoma,B21,,
B212,category,HIV disease resulting in other types of non-Hodgkin lymphoma,B21,,
B213,category,"HIV disease resulting in other malignant neoplasms of lymphoid, haematopoietic and related tissue",B21,,
B217,category,HIV disease resulting in multiple malignant neoplasms,B21,,
B218,category,HIV disease resulting in other malignant neoplasms,B21,,
B219,category,HIV disease resulting in unspecified malignant neoplasm,B21,,
B22,category,Human immunodeficiency virus [HIV] disease resulting in other specified diseases,B20-B24,,
B220,category,HIV disease resulting in encephalopathy,B22,,
B221,category,HIV disease resulting in lymphoid interstitial pneumonitis,B22,,
B222,category,HIV disease resulting in wasting syndrome,B22,,
B227,category,HIV disease resulting in multiple diseases classified elsewhere,B22,,
B23,category,Human immunodeficiency virus [HIV] disease resulting in other conditions,B20-B24,,
B230,category,Acute HIV infection syndrome,B23,,
B231,category,HIV disease resulting in (persistent) generalized lymphadenopathy,B23,,
B232,category,"HIV disease resulting in haematological and immunological abnormalities, not elsewhere classified",B23,,
B238,category,HIV disease resulting in other specified conditions,B23,,
B24,category,Unspecified human immunodeficiency virus [HIV] disease,B20-B24,,
B25-B34,block,Other viral diseases,I,,
B25,category,Cytomegaloviral disease,B25-B34,,
B250,category,Cytomegaloviral pneumonitis (J17.1*),B25,,
B251,category,Cytomegaloviral hepatitis (K77.0*),B25,,
B252,category,Cytomegaloviral pancreatitis (K87.1*),B25,,
B258,category,Other cytomegaloviral diseases,B25,,
B259,category,"Cytomegaloviral disease, unspecified",B25,,
B26,category,Mumps,B25-B34,,
B260,category,Mumps orchitis (N51.1*),B26,,
B261,category,Mumps meningitis (G02.0*),B26,,
B262,category,Mumps encephalitis (G05.1*),B26,,
B263,category,Mumps pancreatitis (K87.1*),B26,,
B268,category,Mumps with other complications,B26,,
B269,category,Mumps without complication,B26,,
B27,category,Infectious mononucleosis,B25-B34,,
B270,category,Gammaherpesviral mononucleosis,B27,,
B271,category,Cytomegaloviral mononucleosis,B27,,
B278,category,Other infectious mononucleosis,B27,,
B279,category,"Infectious mononucleosis, unspecified",B27,,
B30,category,Viral conjunctivitis,B25-B34,,
B300,category,Keratoconjunctivitis due to adenovirus (H19.2*),B30,,
B301,category,Conjunctivitis due to adenovirus (H13.1*),B30,,
B302,category,Viral pharyngoconjunctivitis,B30,,
B303,category,Acute epidemic haemorrhagic conjunctivitis (enteroviral) (H13.1*),B30,,
B308,category,Other viral conjunctivitis (H13.1*),B30,,
B309,category,"Viral conjunctivitis, unspecified",B30,,
B33,category,"Other viral diseases, not elsewhere classified",B25-B34,,
B330,category,Epidemic myalgia,B33,,
B331,category,Ross River disease,B33,,
B332,category,Viral carditis,B33,,
B333,category,"Retrovirus infections, not elsewhere classified",B33,,
B334,category,Hantavirus (cardio-)pulmonary syndrome [HPS] [HCPS] (J17.1*),B33,,
B338,category,Other specified viral diseases,B33,,
B34,category,Viral infection of unspecified site,B25-B34,,
B340,category,"Adenovirus infection, unspecified site",B34,,
B341,category,"Enterovirus infection, unspecified site",B34,,
B342,category,"Coronavirus infection, unspecified site",B34,,
B343,category,"Parvovirus infection, unspecified site",B34,,
B344,category,"Papovavirus infection, unspecified site",B34,,
B348,category,Other viral infections of unspecified site,B34,,
B349,category,"Viral infection, unspecified",B34,,
B35-B49,block,Mycoses,I,,
B35,category,Dermatophytosis,B35-B49,,
B350,category,Tinea barbae and tinea capitis,B35,,
B351,category,Tinea unguium,B35,,
B352,category,Tinea manuum,B35,,
B353,category,Tinea pedis,B35,,
B354,category,Tinea corporis,B35,,
B355,category,Tinea imbricata,B35,,
B356,category,Tinea inguinalis [Tinea cruris],B35,,
B358,category,Other dermatophytoses,B35,,
B359,category,"Dermatophytosis, unspecified",B35,,
B36,category,Other superficial mycoses,B35-B49,,
B360,category,Pityriasis versicolor,B36,,
B361,category,Tinea nigra,B36,,
B362,category,White piedra,B36,,
B363,category,Black piedra,B36,,
B368,category,Other specified superficial mycoses,B36,,
B369,category,"Superficial mycosis, unspecified",B36,,
B37,category,Candidiasis,B35-B49,,
B370,category,Candidal stomatitis,B37,,
B371,category,Pulmonary candidiasis,B37,,
B372,category,Candidiasis of skin and nail,B37,,
B373,category,Candidiasis of vulva and vagina (N77.1*),B37,,
B374,category,Candidiasis of other urogenital sites,B37,,
B375,category,Candidal meningitis (G02.1*),B37,,
B376,category,Candidal endocarditis (I39.8*),B37,,
B377,category,Candidal sepsis,B37,,
B378,category,Candidiasis of other sites,B37,,
B379,category,"Candidiasis, unspecified",B37,,
B38,category,Coccidioidomycosis,B35-B49,,
B380,category,Acute pulmonary coccidioidomycosis,B38,,
B381,category,Chronic pulmonary coccidioidomycosis,B38,,
B382,category,"Pulmonary coccidioidomycosis, unspecified",B38,,
B383,category,Cutaneous coccidioidomycosis,B38,,
B384,category,Coccidioidomycosis meningitis (G02.1*),B38,,
B387,category,Disseminated coccidioidomycosis,B38,,
B388,category,Other forms of coccidioidomycosis,B38,,
B389,category,"Coccidioidomycosis, unspecified",B38,,
B39,category,Histoplasmosis,B35-B49,,
B390,category,Acute pulmonary histoplasmosis capsulati,B39,,
B391,category,Chronic pulmonary histoplasmosis capsulati,B39,,
B392,category,"Pulmonary histoplasmosis capsulati, unspecified",B39,,
B393,category,Disseminated histoplasmosis capsulati,B39,,
B394,category,"Histoplasmosis capsulati, unspecified",B39,,
B395,category,Histoplasmosis duboisii,B39,,
B399,category,"Histoplasmosis, unspecified",B39,,
B40,category,Blastomycosis,B35-B49,,
B400,category,Acute pulmonary blastomycosis,B40,,
B401,category,Chronic pulmonary blastomycosis,B40,,
B402,category,"Pulmonary blastomycosis, unspecified",B40,,
B403,category,Cutaneous blastomycosis,B40,,
B407,category,Disseminated blastomycosis,B40,,
B408,category,Other forms of blastomycosis,B40,,
B409,category,"Blastomycosis, unspecified",B40,,
B41,category,Paracoccidioidomycosis,B35-B49,,
B410,category,Pulmonary paracoccidioidomycosis,B41,,
B417,category,Disseminated paracoccidioidomycosis,B41,,
B418,category,Other forms of paracoccidioidomycosis,B41,,
B419,category,"Paracoccidioidomycosis, unspecified",B41,,
B42,category,Sporotrichosis,B35-B49,,
B420,category,Pulmonary sporotrichosis (J99.8*),B42,,
B421,category,Lymphocutaneous sporotrichosis,B42,,
B427,category,Disseminated sporotrichosis,B42,,
B428,category,Other forms of sporotrichosis,B42,,
B429,category,"Sporotrichosis, unspecified",B42,,
B43,category,Chromomycosis and phaeomycotic abscess,B35-B49,,
B430,category,Cutaneous chromomycosis,B43,,
B431,category,Phaeomycotic brain abscess,B43,,
B432,category,Subcutaneous phaeomycotic abscess and cyst,B43,,
B438,category,Other forms of chromomycosis,B43,,
B439,category,"Chromomycosis, unspecified",B43,,
B44,category,Aspergillosis,B35-B49,,
B440,category,Invasive pulmonary aspergillosis,B44,,
B441,category,Other pulmonary aspergillosis,B44,,
B442,category,Tonsillar aspergillosis,B44,,
B447,category,Disseminated aspergillosis,B44,,
B448,category,Other forms of aspergillosis,B44,,
B449,category,"Aspergillosis, unspecified",B44,,
B45,category,Cryptococcosis,B35-B49,,
B450,category,Pulmonary cryptococcosis,B45,,
B451,category,Cerebral cryptococcosis,B45,,
B452,category,Cutaneous cryptococcosis,B45,,
B453,category,Osseous cryptococcosis,B45,,
B457,category,Disseminated cryptococcosis,B45,,
B458,category,Other forms of cryptococcosis,B45,,
B459,category,"Cryptococcosis, unspecified",B45,,
B46,category,Zygomycosis,B35-B49,,
B460,category,Pulmonary mucormycosis,B46,,
B461,category,Rhinocerebral mucormycosis,B46,,
B462,category,Gastrointestinal mucormycosis,B46,,
B463,category,Cutaneous mucormycosis,B46,,
B464,category,Disseminated mucormycosis,B46,,
B465,category,"Mucormycosis, unspecified",B46,,
B468,category,Other zygomycoses,B46,,
B469,category,"Zygomycosis, unspecified",B46,,
B47,category,Mycetoma,B35-B49,,
B470,category,Eumycetoma,B47,,
B471,category,Actinomycetoma,B47,,
B479,category,"Mycetoma, unspecified",B47,,
B48,category,"Other mycoses, not elsewhere classified",B35-B49,,
B480,category,Lobomycosis,B48,,
B481,category,Rhinosporidiosis,B48,,
B482,category,Allescheriasis,B48,,
B483,category,Geotrichosis,B48,,
B484,category,Penicillosis,B48,,
B487,category,Opportunistic mycoses,B48,,
B488,category,Other specified mycoses,B48,,
B49,category,Unspecified mycosis,B35-B49,,
B50-B64,block,Protozoal diseases,I,,
B50,category,Plasmodium falciparum malaria,B50-B64,,
B500,category,Plasmodium falciparum malaria with cerebral complications,B50,,
B508,category,Other severe and complicated Plasmodium falciparum malaria,B50,,
B509,category,"Plasmodium falciparum malaria, unspecified",B50,,
B51,category,Plasmodium vivax malaria,B50-B64,,
B510,category,Plasmodium vivax malaria with rupture of spleen,B51,,
B518,category,Plasmodium vivax malaria with other complications,B51,,
B519,category,Plasmodium vivax malaria without complication,B51,,
B52,category,Plasmodium malariae malaria,B50-B64,,
B520,category,Plasmodium malariae malaria with nephropathy,B52,,
B528,category,Plasmodium malariae malaria with other complications,B52,,
B529,category,Plasmodium malariae malaria without complication,B52,,
B53,category,Other parasitologically confirmed malaria,B50-B64,,
B530,category,Plasmodium ovale malaria,B53,,
B531,category,Malaria due to simian plasmodia,B53,,
B538,category,"Other parasitologically confirmed malaria, not elsewhere classified",B53,,
B54,category,Unspecified malaria,B50-B64,,
B55,category,Leishmaniasis,B50-B64,,
B550,category,Visceral leishmaniasis,B55,,
B551,category,Cutaneous leishmaniasis,B55,,
B552,category,Mucocutaneous leishmaniasis,B55,,
B559,category,"Leishmaniasis, unspecified",B55,,
B56,category,African trypanosomiasis,B50-B64,,
B560,category,Gambiense trypanosomiasis,B56,,
B561,category,Rhodesiense trypanosomiasis,B56,,
B569,category,"African trypanosomiasis, unspecified",B56,,
B57,category,Chagas disease,B50-B64,,
B570,category,"Acute Chagas disease with heart involvement (I41.2*, I98.1*)",B57,,
B571,category,Acute Chagas disease without heart involvement,B57,,
B572,category,Chagas disease (chronic) with heart involvement,B57,,
B573,category,Chagas disease (chronic) with digestive system involvement,B57,,
B574,category,Chagas disease (chronic) with nervous system involvement,B57,,
B575,category,Chagas disease (chronic) with other organ involvement,B57,,
B58,category,Toxoplasmosis,B50-B64,,
B580,category,Toxoplasma oculopathy,B58,,
B581,category,Toxoplasma hepatitis (K77.0*),B58,,
B582,category,Toxoplasma meningoencephalitis (G05.2*),B58,,
B583,category,Pulmonary toxoplasmosis (J17.3*),B58,,
B588,category,Toxoplasmosis with other organ involvement,B58,,
B589,category,"Toxoplasmosis, unspecified",B58,,
B59,category,Pneumocystosis (J17.3*),B50-B64,,
B60,category,"Other protozoal diseases, not elsewhere classified",B50-B64,,
B600,category,Babesiosis,B60,,
B601,category,Acanthamoebiasis,B60,,
B602,category,Naegleriasis,B60,,
B608,category,Other specified protozoal diseases,B60,,
B64,category,Unspecified protozoal disease,B50-B64,,
B65-B83,block,Helminthiases,I,,
B65,category,Schistosomiasis [bilharziasis],B65-B83,,
B650,category,Schistosomiasis due to Schistosoma haematobium [urinary schistosomiasis],B65,,
B651,category,Schistosomiasis due to Schistosoma mansoni [intestinal schistosomiasis],B65,,
B652,category,Schistosomiasis due to Schistosoma japonicum,B65,,
B653,category,Cercarial dermatitis,B65,,
B658,category,Other schistosomiases,B65,,
B659,category,"Schistosomiasis, unspecified",B65,,
B66,category,Other fluke infections,B65-B83,,
B660,category,Opisthorchiasis,B66,,
B661,category,Clonorchiasis,B66,,
B662,category,Dicrocoeliasis,B66,,
B663,category,Fascioliasis,B66,,
B664,category,Paragonimiasis,B66,,
B665,category,Fasciolopsiasis,B66,,
B668,category,Other specified fluke infections,B66,,
B669,category,"Fluke infection, unspecified",B66,,
B67,category,Echinococcosis,B65-B83,,
B670,category,Echinococcus granulosus infection of liver,B67,,
B671,category,Echinococcus granulosus infection of lung,B67,,
B672,category,Echinococcus granulosus infection of bone,B67,,
B673,category,"Echinococcus granulosus infection, other and multiple sites",B67,,
B674,category,"Echinococcus granulosus infection, unspecified",B67,,
B675,category,Echinococcus multilocularis infection of liver,B67,,
B676,category,"Echinococcus multilocularis infection, other and multiple sites",B67,,
B677,category,"Echinococcus multilocularis infection, unspecified",B67,,
B678,category,"Echinococcosis, unspecified, of liver",B67,,
B679,category,"Echinococcosis, other and unspecified",B67,,
B68,category,Taeniasis,B65-B83,,
B680,category,Taenia solium taeniasis,B68,,
B681,category,Taenia saginata taeniasis,B68,,
B689,category,"Taeniasis, unspecified",B68,,
B69,category,Cysticercosis,B65-B83,,
B690,category,Cysticercosis of central nervous system,B69,,
B691,category,Cysticercosis of eye,B69,,
B698,category,Cysticercosis of other sites,B69,,
B699,category,"Cysticercosis, unspecified",B69,,
B70,category,Diphyllobothriasis and sparganosis,B65-B83,,
B700,category,Diphyllobothriasis,B70,,
B701,category,Sparganosis,B70,,
B71,category,Other cestode infections,B65-B83,,
B710,category,Hymenolepiasis,B71,,
B711,category,Dipylidiasis,B71,,
B718,category,Other specified cestode infections,B71,,
B719,category,"Cestode infection, unspecified",B71,,
B72,category,Dracunculiasis,B65-B83,,
B73,category,Onchocerciasis,B65-B83,,
B74,category,Filariasis,B65-B83,,
B740,category,Filariasis due to Wuchereria bancrofti,B74,,
B741,category,Filariasis due to Brugia malayi,B74,,
B742,category,Filariasis due to Brugia timori,B74,,
